Act,Placement,Agent,Rank,KD,K,D,A,First_Blood_Rate,Pick_Rate,Win_Rate,Avg._Score,Matches
Ep3-Act1,Diamond 1,Brimstone,11,0.97,14.5,15.0,7.1,0.1,0.038,0.52,201,184008
Ep3-Act1,Diamond 1,KAY/O,12,0.91,14.0,15.5,7.4,0.1,0.03,0.47,195,146574
Ep3-Act1,Diamond 1,Phoenix,13,1.02,16.0,15.7,3.9,0.2,0.027,0.49,226,132345
Ep3-Act1,Diamond 1,Astra,14,0.98,14.3,14.6,5.4,0.1,0.016,0.51,194,80325
Ep3-Act1,Diamond 1,Breach,15,0.92,14.1,15.3,5.6,0.1,0.011,0.49,194,53091
Ep3-Act1,Diamond 1,Yoru,16,0.96,15.1,15.6,3.2,0.2,0.009,0.45,212,43911
Ep3-Act1,Diamond 2,Jett,1,1.1,17.3,15.8,3.7,0.2,0.164,0.5,240,598179
Ep3-Act1,Diamond 2,Reyna,2,1.11,17.3,15.6,4.0,0.2,0.137,0.51,240,497607
Ep3-Act1,Diamond 2,Sage,3,0.95,14.0,14.7,5.1,0.1,0.131,0.51,191,478125
Ep3-Act1,Diamond 2,Omen,4,0.96,14.7,15.3,5.8,0.1,0.089,0.48,200,322218
Ep3-Act1,Diamond 2,Sova,5,0.98,14.4,14.6,6.3,0.1,0.081,0.51,203,293607
Ep3-Act1,Diamond 2,Raze,6,1.03,16.4,15.9,5.0,0.2,0.066,0.51,238,241434
Ep3-Act1,Diamond 2,Killjoy,7,1.0,14.4,14.3,3.9,0.1,0.055,0.52,203,201399
Ep3-Act1,Diamond 2,Viper,8,0.97,14.2,14.6,5.4,0.1,0.052,0.49,196,190842
Ep3-Act1,Diamond 2,Skye,9,0.96,14.7,15.3,4.5,0.1,0.052,0.5,200,190536
Ep3-Act1,Diamond 2,Cypher,10,0.97,14.4,14.7,4.1,0.1,0.045,0.48,194,162945
Ep3-Act1,Diamond 2,Brimstone,11,0.97,14.5,14.9,7.2,0.1,0.036,0.51,202,132345
Ep3-Act1,Diamond 2,KAY/O,12,0.9,14.1,15.6,7.6,0.1,0.032,0.45,197,116127
Ep3-Act1,Diamond 2,Phoenix,13,1.02,16.0,15.6,4.0,0.2,0.025,0.49,226,92259
Ep3-Act1,Diamond 2,Astra,14,0.99,14.5,14.7,5.5,0.1,0.016,0.51,196,57375
Ep3-Act1,Diamond 2,Breach,15,0.91,14.1,15.4,5.7,0.1,0.009,0.49,194,34221
Ep3-Act1,Diamond 2,Yoru,16,0.94,15.1,16.1,3.4,0.2,0.008,0.46,208,29835
Ep3-Act1,Diamond 3,Jett,1,1.08,17.2,15.9,3.6,0.2,0.161,0.5,238,410397
Ep3-Act1,Diamond 3,Reyna,2,1.09,17.1,15.8,4.0,0.2,0.136,0.5,237,346545
Ep3-Act1,Diamond 3,Sage,3,0.96,14.1,14.7,5.1,0.1,0.135,0.52,192,344301
Ep3-Act1,Diamond 3,Omen,4,0.96,14.6,15.2,6.0,0.1,0.092,0.49,196,233937
Ep3-Act1,Diamond 3,Sova,5,0.97,14.1,14.6,6.4,0.1,0.087,0.51,199,222309
Ep3-Act1,Diamond 3,Raze,6,1.02,16.2,15.9,4.9,0.2,0.063,0.5,236,160752
Ep3-Act1,Diamond 3,Killjoy,7,0.99,14.3,14.4,3.8,0.1,0.055,0.52,199,139842
Ep3-Act1,Diamond 3,Skye,8,0.95,14.6,15.4,4.6,0.1,0.054,0.49,198,136527
Ep3-Act1,Diamond 3,Viper,9,0.98,14.3,14.5,5.4,0.1,0.053,0.5,197,134895
Ep3-Act1,Diamond 3,Cypher,10,0.97,14.3,14.7,4.0,0.1,0.046,0.47,193,116025
Ep3-Act1,Diamond 3,Brimstone,11,0.97,14.5,15.0,7.2,0.1,0.038,0.52,201,96849
Ep3-Act1,Diamond 3,KAY/O,12,0.88,13.8,15.7,7.7,0.1,0.029,0.43,194,74154
Ep3-Act1,Diamond 3,Phoenix,13,1.01,15.8,15.7,3.9,0.2,0.022,0.47,223,55743
Ep3-Act1,Diamond 3,Astra,14,0.99,14.4,14.6,5.7,0.1,0.016,0.53,195,39780
Ep3-Act1,Diamond 3,Breach,15,0.92,14.1,15.4,5.5,0.1,0.007,0.45,195,18615
Ep3-Act1,Diamond 3,Yoru,16,0.95,14.8,15.6,3.4,0.2,0.007,0.47,210,17544
Ep3-Act1,Immortal,Jett,1,1.09,17.4,16.0,3.6,0.2,0.178,0.5,239,709512
Ep3-Act1,Immortal,Reyna,2,1.1,17.4,15.8,3.9,0.2,0.138,0.51,239,551208
Ep3-Act1,Immortal,Sage,3,0.96,14.3,14.9,5.3,0.1,0.126,0.51,193,503268
Ep3-Act1,Immortal,Sova,4,0.99,14.5,14.7,6.6,0.1,0.09,0.52,203,359703
Ep3-Act1,Immortal,Omen,5,0.97,14.7,15.2,6.0,0.1,0.087,0.49,198,345525
Ep3-Act1,Immortal,Raze,6,1.02,16.5,16.1,5.0,0.2,0.065,0.5,238,259386
Ep3-Act1,Immortal,Skye,7,0.97,15.0,15.5,4.6,0.1,0.059,0.5,202,236334
Ep3-Act1,Immortal,Viper,8,1.0,14.7,14.7,5.4,0.1,0.057,0.51,200,226134
Ep3-Act1,Immortal,Killjoy,9,1.0,14.5,14.6,3.9,0.1,0.052,0.5,201,208590
Ep3-Act1,Immortal,Cypher,10,0.97,14.4,14.8,3.9,0.1,0.045,0.47,194,178704
Ep3-Act1,Immortal,Brimstone,11,0.98,14.6,14.9,7.4,0.1,0.032,0.52,201,125868
Ep3-Act1,Immortal,KAY/O,12,0.9,14.1,15.7,7.7,0.1,0.023,0.44,196,92973
Ep3-Act1,Immortal,Phoenix,13,1.02,16.1,15.9,3.9,0.2,0.019,0.48,225,74001
Ep3-Act1,Immortal,Astra,14,0.99,14.6,14.7,5.7,0.1,0.018,0.51,194,70278
Ep3-Act1,Immortal,Yoru,15,0.94,14.9,15.8,3.3,0.2,0.007,0.44,208,27132
Ep3-Act1,Immortal,Breach,16,0.93,14.5,15.6,5.8,0.1,0.006,0.48,197,24276
Ep3-Act1,Radiant,Jett,1,1.13,18.2,16.0,3.6,0.2,0.208,0.49,249,73032
Ep3-Act1,Radiant,Reyna,2,1.13,18.0,15.9,3.9,0.2,0.142,0.5,245,50133
Ep3-Act1,Radiant,Sova,3,1.01,14.9,14.7,6.7,0.1,0.109,0.5,206,38505
Ep3-Act1,Radiant,Sage,4,1.01,15.0,15.0,5.3,0.1,0.1,0.53,200,35292
Ep3-Act1,Radiant,Omen,5,1.0,14.9,14.9,6.3,0.1,0.073,0.49,200,25704
Ep3-Act1,Radiant,Raze,6,1.07,17.1,15.9,5.0,0.2,0.068,0.54,246,23868
Ep3-Act1,Radiant,Skye,7,1.02,15.7,15.4,4.6,0.1,0.063,0.47,211,22287
Ep3-Act1,Radiant,Viper,8,1.06,15.9,14.9,5.5,0.1,0.057,0.53,208,19890
Ep3-Act1,Radiant,Cypher,9,0.99,14.9,15.1,4.1,0.1,0.043,0.49,202,15249
Ep3-Act1,Radiant,Killjoy,10,1.06,15.0,14.1,3.8,0.1,0.043,0.52,210,14994
Ep3-Act1,Radiant,Astra,11,1.06,15.5,14.6,5.8,0.1,0.024,0.55,205,8517
Ep3-Act1,Radiant,Brimstone,12,0.98,14.9,15.2,7.2,0.1,0.024,0.48,205,8364
Ep3-Act1,Radiant,KAY/O,13,0.92,14.3,15.5,7.6,0.1,0.019,0.47,200,6834
Ep3-Act1,Radiant,Phoenix,14,1.03,16.9,16.4,3.6,0.2,0.013,0.39,233,4539
Ep3-Act1,Radiant,Yoru,15,0.89,14.5,16.2,3.6,0.2,0.009,0.47,207,3162
Ep3-Act1,Radiant,Breach,16,1.02,15.9,15.5,6.8,0.1,0.004,0.61,212,1581
