Act,Placement,Agent,Rank,KD,K,D,A,First_Blood_Rate,Pick_Rate,Win_Rate,Avg._Score,Matches
Ep2-Act2,Diamond 2,Viper,12,0.97,14.3,14.8,4.5,0.1,0.017,0.48,201,36771
Ep2-Act2,Diamond 2,Astra,13,0.97,14.5,14.9,4.4,0.1,0.013,0.48,198,28101
Ep2-Act2,Diamond 2,Skye,14,0.95,14.4,15.1,5.0,0.1,0.011,0.49,199,23001
Ep2-Act2,Diamond 2,Yoru,15,0.9,14.1,15.7,3.8,0.1,0.007,0.41,199,14943
Ep2-Act2,Diamond 3,Jett,1,1.06,16.9,16.0,3.6,0.2,0.15,0.5,236,262956
Ep2-Act2,Diamond 3,Sage,2,0.95,13.9,14.7,7.0,0.1,0.132,0.51,194,232203
Ep2-Act2,Diamond 3,Reyna,3,1.1,17.2,15.7,4.5,0.2,0.128,0.52,241,224094
Ep2-Act2,Diamond 3,Omen,4,0.96,14.5,15.2,4.0,0.1,0.126,0.5,201,220320
Ep2-Act2,Diamond 3,Raze,5,1.01,16.2,15.9,4.9,0.2,0.094,0.52,236,165444
Ep2-Act2,Diamond 3,Sova,6,0.98,14.1,14.4,6.5,0.1,0.078,0.49,203,137088
Ep2-Act2,Diamond 3,Killjoy,7,0.98,14.1,14.5,3.8,0.1,0.075,0.5,198,131886
Ep2-Act2,Diamond 3,Cypher,8,0.94,13.9,14.8,4.8,0.1,0.053,0.47,191,92361
Ep2-Act2,Diamond 3,Brimstone,9,0.94,14.1,15.0,5.3,0.1,0.05,0.5,199,86955
Ep2-Act2,Diamond 3,Phoenix,10,1.04,16.3,15.7,4.4,0.2,0.048,0.48,230,83487
Ep2-Act2,Diamond 3,Breach,11,0.89,13.7,15.3,6.5,0.1,0.024,0.48,191,42738
Ep2-Act2,Diamond 3,Viper,12,1.0,14.6,14.7,4.7,0.1,0.015,0.5,203,26061
Ep2-Act2,Diamond 3,Astra,13,0.95,14.2,14.9,4.3,0.1,0.013,0.45,197,22083
Ep2-Act2,Diamond 3,Skye,14,0.94,14.0,14.9,5.1,0.1,0.01,0.54,192,16881
Ep2-Act2,Diamond 3,Yoru,15,0.92,14.7,16.0,3.9,0.1,0.005,0.4,205,9384
Ep2-Act2,Immortal,Jett,1,1.07,17.2,16.0,3.5,0.2,0.163,0.5,239,601239
Ep2-Act2,Immortal,Sage,2,0.96,14.2,14.8,7.1,0.1,0.127,0.51,197,466701
Ep2-Act2,Immortal,Omen,3,0.96,14.7,15.3,4.0,0.1,0.123,0.49,201,453849
Ep2-Act2,Immortal,Reyna,4,1.09,17.2,15.8,4.3,0.2,0.122,0.5,239,449871
Ep2-Act2,Immortal,Raze,5,1.03,16.5,16.1,4.9,0.2,0.1,0.51,239,367149
Ep2-Act2,Immortal,Sova,6,1.0,14.4,14.4,6.7,0.1,0.084,0.51,205,311100
Ep2-Act2,Immortal,Killjoy,7,0.99,14.2,14.4,3.7,0.1,0.074,0.51,199,272544
Ep2-Act2,Immortal,Cypher,8,0.96,14.2,14.8,4.8,0.1,0.055,0.48,195,203592
Ep2-Act2,Immortal,Phoenix,9,1.05,16.6,15.8,4.3,0.2,0.042,0.51,232,155958
Ep2-Act2,Immortal,Brimstone,10,0.97,14.7,15.1,5.4,0.1,0.039,0.52,203,144228
Ep2-Act2,Immortal,Breach,11,0.88,13.8,15.7,6.8,0.1,0.021,0.44,193,76347
Ep2-Act2,Immortal,Viper,12,0.99,14.6,14.8,4.6,0.1,0.017,0.51,203,60894
Ep2-Act2,Immortal,Astra,13,0.96,14.4,15.0,4.4,0.1,0.015,0.47,198,56355
Ep2-Act2,Immortal,Skye,14,0.93,14.4,15.6,5.1,0.1,0.012,0.48,198,44064
Ep2-Act2,Immortal,Yoru,15,0.89,14.4,16.1,3.9,0.2,0.006,0.44,199,21420
Ep2-Act2,Radiant,Jett,1,1.11,17.8,16.0,3.5,0.2,0.19,0.49,246,49725
Ep2-Act2,Radiant,Reyna,2,1.12,17.6,15.7,4.4,0.2,0.126,0.5,247,32997
Ep2-Act2,Radiant,Raze,3,1.1,17.5,16.0,4.9,0.2,0.118,0.53,252,30957
Ep2-Act2,Radiant,Omen,4,1.01,15.2,15.0,4.2,0.1,0.11,0.5,207,28662
Ep2-Act2,Radiant,Sova,5,1.04,15.4,14.8,6.9,0.1,0.105,0.47,215,27438
Ep2-Act2,Radiant,Sage,6,1.01,15.2,15.1,7.1,0.1,0.103,0.48,209,26877
Ep2-Act2,Radiant,Killjoy,7,1.06,15.4,14.4,3.6,0.1,0.057,0.52,212,14943
Ep2-Act2,Radiant,Cypher,8,0.99,14.7,14.9,4.8,0.1,0.049,0.46,204,12750
Ep2-Act2,Radiant,Phoenix,9,1.08,17.6,16.3,4.7,0.2,0.039,0.44,241,10251
Ep2-Act2,Radiant,Brimstone,10,1.01,15.4,15.3,5.6,0.1,0.024,0.54,211,6375
Ep2-Act2,Radiant,Viper,11,1.06,15.5,14.6,4.5,0.1,0.023,0.5,217,6069
Ep2-Act2,Radiant,Astra,12,1.05,15.4,14.7,4.0,0.1,0.021,0.51,209,5406
Ep2-Act2,Radiant,Skye,13,0.95,14.2,14.9,5.0,0.1,0.015,0.37,197,3825
Ep2-Act2,Radiant,Breach,14,0.9,13.5,15.0,7.7,0.1,0.014,0.44,192,3621
Ep2-Act2,Radiant,Yoru,15,0.97,14.0,14.4,3.8,0.1,0.007,0.53,206,1836
