Act,Placement,Agent,Rank,KD,K,D,A,First_Blood_Rate,Pick_Rate,Win_Rate,Avg._Score,Matches
Ep3-Act3,Platinum 3,Cypher,13,0.99,14.5,14.7,4.0,0.1,0.032,0.49,197,333642
Ep3-Act3,Platinum 3,Breach,14,0.92,14.2,15.4,5.4,0.1,0.021,0.48,197,218484
Ep3-Act3,Platinum 3,KAY/O,15,0.91,14.1,15.6,7.5,0.1,0.015,0.46,198,156519
Ep3-Act3,Platinum 3,Phoenix,16,1.03,16.0,15.6,3.8,0.2,0.015,0.48,227,152541
Ep3-Act3,Platinum 3,Yoru,17,0.95,14.9,15.6,3.1,0.2,0.007,0.44,209,71145
Ep3-Act3,Diamond 1,Jett,1,1.1,17.4,15.8,3.6,0.2,0.165,0.5,241,1354458
Ep3-Act3,Diamond 1,Reyna,2,1.1,17.3,15.7,3.9,0.2,0.148,0.5,240,1210077
Ep3-Act3,Diamond 1,Sage,3,0.94,13.8,14.8,6.8,0.1,0.118,0.51,189,964206
Ep3-Act3,Diamond 1,Sova,4,0.97,14.2,14.7,6.1,0.1,0.079,0.5,200,644691
Ep3-Act3,Diamond 1,Viper,5,0.98,14.4,14.7,5.4,0.1,0.067,0.52,197,549933
Ep3-Act3,Diamond 1,Raze,6,1.02,16.3,16.0,4.8,0.2,0.057,0.5,236,470220
Ep3-Act3,Diamond 1,Chamber,7,1.06,15.9,15.0,3.0,0.1,0.056,0.5,216,461856
Ep3-Act3,Diamond 1,Omen,8,0.96,14.6,15.3,5.5,0.1,0.054,0.49,199,444567
Ep3-Act3,Diamond 1,Skye,9,0.94,14.5,15.4,5.8,0.1,0.052,0.49,197,424830
Ep3-Act3,Diamond 1,Killjoy,10,0.98,14.2,14.5,3.8,0.1,0.05,0.51,199,406725
Ep3-Act3,Diamond 1,Astra,11,0.99,14.5,14.7,5.6,0.1,0.035,0.49,196,286722
Ep3-Act3,Diamond 1,Cypher,12,0.96,14.3,14.9,4.0,0.1,0.033,0.46,194,270963
Ep3-Act3,Diamond 1,Brimstone,13,0.95,14.3,15.0,6.9,0.1,0.032,0.52,199,261324
Ep3-Act3,Diamond 1,Breach,14,0.91,14.2,15.6,5.4,0.1,0.02,0.47,195,163455
Ep3-Act3,Diamond 1,KAY/O,15,0.9,14.2,15.7,7.8,0.1,0.015,0.45,198,120054
Ep3-Act3,Diamond 1,Phoenix,16,1.04,16.2,15.6,3.8,0.2,0.013,0.48,229,107355
Ep3-Act3,Diamond 1,Yoru,17,0.93,14.8,15.9,3.2,0.2,0.007,0.39,208,55182
Ep3-Act3,Diamond 2,Jett,1,1.1,17.5,15.8,3.6,0.2,0.17,0.5,241,1089156
Ep3-Act3,Diamond 2,Reyna,2,1.1,17.3,15.8,3.9,0.2,0.149,0.5,239,957219
Ep3-Act3,Diamond 2,Sage,3,0.94,13.9,14.8,6.9,0.1,0.115,0.52,189,739092
Ep3-Act3,Diamond 2,Sova,4,0.97,14.2,14.7,6.2,0.1,0.079,0.51,200,503982
Ep3-Act3,Diamond 2,Viper,5,0.98,14.5,14.8,5.5,0.1,0.07,0.5,199,450738
Ep3-Act3,Diamond 2,Chamber,6,1.07,16.0,15.0,3.0,0.1,0.057,0.5,216,364497
Ep3-Act3,Diamond 2,Raze,7,1.01,16.2,16.0,4.8,0.2,0.055,0.49,235,353379
Ep3-Act3,Diamond 2,Omen,8,0.96,14.6,15.2,5.6,0.1,0.053,0.48,199,337569
Ep3-Act3,Diamond 2,Skye,9,0.93,14.4,15.4,5.7,0.1,0.051,0.49,196,329919
Ep3-Act3,Diamond 2,Killjoy,10,0.98,14.2,14.5,3.9,0.1,0.049,0.51,199,311304
Ep3-Act3,Diamond 2,Astra,11,0.99,14.6,14.7,5.8,0.1,0.036,0.49,195,233835
Ep3-Act3,Diamond 2,Cypher,12,0.97,14.3,14.8,4.0,0.1,0.034,0.49,194,218943
Ep3-Act3,Diamond 2,Brimstone,13,0.96,14.4,15.1,6.9,0.1,0.032,0.49,199,202419
Ep3-Act3,Diamond 2,Breach,14,0.91,14.2,15.5,5.5,0.1,0.019,0.49,193,123726
Ep3-Act3,Diamond 2,KAY/O,15,0.91,14.4,15.8,7.9,0.1,0.014,0.44,199,90576
Ep3-Act3,Diamond 2,Phoenix,16,1.01,16.1,15.8,3.8,0.2,0.012,0.46,225,75429
Ep3-Act3,Diamond 2,Yoru,17,0.93,14.9,16.1,3.2,0.2,0.006,0.42,206,36567
Ep3-Act3,Diamond 3,Jett,1,1.09,17.2,15.9,3.6,0.2,0.169,0.5,238,960789
Ep3-Act3,Diamond 3,Reyna,2,1.08,17.1,15.8,3.8,0.2,0.145,0.5,236,823089
Ep3-Act3,Diamond 3,Sage,3,0.94,13.9,14.8,6.9,0.1,0.114,0.51,190,649689
Ep3-Act3,Diamond 3,Sova,4,0.96,14.1,14.6,6.3,0.1,0.084,0.5,199,479145
Ep3-Act3,Diamond 3,Viper,5,0.97,14.2,14.6,5.4,0.1,0.071,0.5,196,401319
Ep3-Act3,Diamond 3,Chamber,6,1.07,16.0,15.0,3.0,0.1,0.058,0.5,216,331041
Ep3-Act3,Diamond 3,Raze,7,1.01,16.2,16.1,4.8,0.2,0.055,0.51,235,312171
Ep3-Act3,Diamond 3,Omen,8,0.96,14.7,15.3,5.8,0.1,0.054,0.5,197,306000
Ep3-Act3,Diamond 3,Skye,9,0.93,14.3,15.4,5.7,0.1,0.051,0.48,194,291210
Ep3-Act3,Diamond 3,Killjoy,10,0.98,14.3,14.5,3.8,0.1,0.047,0.5,199,268719
Ep3-Act3,Diamond 3,Astra,11,1.0,14.7,14.7,6.0,0.1,0.039,0.51,195,220524
Ep3-Act3,Diamond 3,Cypher,12,0.98,14.5,14.8,4.0,0.1,0.034,0.51,195,194718
Ep3-Act3,Diamond 3,Brimstone,13,0.96,14.3,15.0,7.0,0.1,0.03,0.51,198,171972
Ep3-Act3,Diamond 3,Breach,14,0.9,13.9,15.4,5.5,0.1,0.019,0.48,191,107559
Ep3-Act3,Diamond 3,KAY/O,15,0.89,14.1,15.8,7.9,0.1,0.013,0.45,195,76041
Ep3-Act3,Diamond 3,Phoenix,16,1.0,15.9,16.0,3.8,0.2,0.01,0.49,221,55335
Ep3-Act3,Diamond 3,Yoru,17,0.92,14.5,15.8,3.1,0.2,0.005,0.45,202,27336
Ep3-Act3,Immortal 1,Jett,1,1.08,17.2,16.0,3.6,0.2,0.174,0.5,237,933912
Ep3-Act3,Immortal 1,Reyna,2,1.08,17.2,15.9,3.8,0.2,0.146,0.51,236,783819
Ep3-Act3,Immortal 1,Sage,3,0.94,14.1,15.0,6.9,0.1,0.108,0.51,190,578289
Ep3-Act3,Immortal 1,Sova,4,0.96,14.1,14.7,6.4,0.1,0.087,0.5,198,466140
Ep3-Act3,Immortal 1,Viper,5,0.98,14.4,14.7,5.4,0.1,0.071,0.5,197,381174
Ep3-Act3,Immortal 1,Chamber,6,1.06,16.0,15.1,2.9,0.1,0.058,0.5,215,311814
Ep3-Act3,Immortal 1,Raze,7,1.0,16.1,16.1,4.8,0.2,0.054,0.5,233,290904
Ep3-Act3,Immortal 1,Omen,8,0.95,14.6,15.4,5.9,0.1,0.053,0.48,197,281724
Ep3-Act3,Immortal 1,Skye,9,0.94,14.5,15.4,5.7,0.1,0.05,0.49,196,268719
Ep3-Act3,Immortal 1,Killjoy,10,0.98,14.3,14.6,3.7,0.1,0.046,0.5,199,248217
Ep3-Act3,Immortal 1,Astra,11,0.98,14.5,14.8,6.1,0.1,0.041,0.5,194,217617
Ep3-Act3,Immortal 1,Cypher,12,0.97,14.4,14.8,3.9,0.1,0.034,0.48,194,181050
Ep3-Act3,Immortal 1,Brimstone,13,0.97,14.4,14.9,7.0,0.1,0.029,0.52,200,157488
Ep3-Act3,Immortal 1,Breach,14,0.9,14.0,15.6,5.7,0.1,0.02,0.47,191,105417
Ep3-Act3,Immortal 1,KAY/O,15,0.92,14.3,15.5,7.8,0.1,0.014,0.46,198,72624
Ep3-Act3,Immortal 1,Phoenix,16,1.01,16.0,15.8,3.8,0.2,0.008,0.49,224,44982
Ep3-Act3,Immortal 1,Yoru,17,0.96,15.3,16.0,3.0,0.2,0.005,0.43,209,28305
Ep3-Act3,Immortal 2,Jett,1,1.08,17.3,16.0,3.5,0.2,0.183,0.49,237,489192
Ep3-Act3,Immortal 2,Reyna,2,1.08,17.2,15.9,3.8,0.2,0.144,0.5,236,385152
Ep3-Act3,Immortal 2,Sage,3,0.96,14.3,14.9,6.8,0.1,0.098,0.51,192,263007
Ep3-Act3,Immortal 2,Sova,4,0.98,14.4,14.7,6.5,0.1,0.094,0.52,200,252195
Ep3-Act3,Immortal 2,Viper,5,0.98,14.6,14.8,5.6,0.1,0.076,0.51,197,204459
Ep3-Act3,Immortal 2,Chamber,6,1.06,16.1,15.2,2.9,0.1,0.065,0.5,215,173604
Ep3-Act3,Immortal 2,Raze,7,1.0,16.3,16.3,4.9,0.2,0.053,0.48,234,141882
Ep3-Act3,Immortal 2,Omen,8,0.96,14.7,15.3,6.0,0.1,0.047,0.48,197,126939
Ep3-Act3,Immortal 2,Astra,9,0.99,14.7,14.8,6.2,0.1,0.046,0.5,194,124032
Ep3-Act3,Immortal 2,Skye,10,0.93,14.5,15.5,5.6,0.1,0.046,0.48,195,123777
Ep3-Act3,Immortal 2,Killjoy,11,1.0,14.6,14.7,3.8,0.1,0.042,0.51,201,111231
Ep3-Act3,Immortal 2,Cypher,12,0.97,14.5,14.9,3.9,0.1,0.034,0.48,193,89709
Ep3-Act3,Immortal 2,Brimstone,13,0.97,14.4,14.8,7.2,0.1,0.025,0.52,198,67371
Ep3-Act3,Immortal 2,Breach,14,0.92,14.1,15.4,5.9,0.1,0.02,0.53,191,54570
Ep3-Act3,Immortal 2,KAY/O,15,0.88,13.7,15.6,8.3,0.1,0.014,0.44,191,37638
Ep3-Act3,Immortal 2,Phoenix,16,0.99,15.7,15.9,3.8,0.2,0.008,0.47,220,20298
Ep3-Act3,Immortal 2,Yoru,17,0.97,15.5,15.9,2.9,0.2,0.005,0.49,212,12189
Ep3-Act3,Immortal 3,Jett,1,1.09,17.6,16.1,3.4,0.2,0.193,0.5,239,381378
Ep3-Act3,Immortal 3,Reyna,2,1.09,17.4,15.9,3.7,0.2,0.138,0.5,237,273666
Ep3-Act3,Immortal 3,Sova,3,0.98,14.5,14.8,6.6,0.1,0.099,0.5,200,196656
Ep3-Act3,Immortal 3,Sage,4,0.97,14.6,15.0,6.8,0.1,0.091,0.51,196,179112
Ep3-Act3,Immortal 3,Chamber,5,1.09,16.5,15.1,2.8,0.1,0.08,0.49,219,158610
Ep3-Act3,Immortal 3,Viper,6,1.01,14.9,14.8,5.5,0.1,0.075,0.51,200,148359
Ep3-Act3,Immortal 3,Astra,7,1.02,15.2,15.0,6.3,0.1,0.053,0.49,199,104346
Ep3-Act3,Immortal 3,Raze,8,1.02,16.5,16.3,4.8,0.2,0.051,0.52,237,101694
Ep3-Act3,Immortal 3,Skye,9,0.95,14.7,15.5,5.5,0.1,0.041,0.49,197,81753
Ep3-Act3,Immortal 3,Omen,10,0.99,14.8,15.0,6.2,0.1,0.041,0.52,200,81549
Ep3-Act3,Immortal 3,Killjoy,11,1.02,14.7,14.4,3.6,0.1,0.035,0.49,205,69768
Ep3-Act3,Immortal 3,Cypher,12,1.0,15.0,14.9,3.9,0.1,0.033,0.49,199,66147
Ep3-Act3,Immortal 3,Brimstone,13,0.96,14.6,15.3,7.4,0.1,0.023,0.48,198,44625
Ep3-Act3,Immortal 3,Breach,14,0.92,14.4,15.6,5.8,0.1,0.019,0.46,194,38301
Ep3-Act3,Immortal 3,KAY/O,15,0.9,14.3,15.9,8.3,0.1,0.017,0.44,196,32844
Ep3-Act3,Immortal 3,Phoenix,16,0.98,16.1,16.5,3.7,0.2,0.006,0.44,221,10965
Ep3-Act3,Immortal 3,Yoru,17,0.93,14.6,15.8,3.1,0.2,0.004,0.4,202,8007
Ep3-Act3,Radiant,Jett,1,1.14,18.5,16.2,3.4,0.2,0.218,0.51,248,66504
Ep3-Act3,Radiant,Reyna,2,1.12,17.9,15.9,3.6,0.2,0.148,0.52,242,44931
Ep3-Act3,Radiant,Sova,3,0.99,15.1,15.1,6.5,0.1,0.109,0.48,204,33303
Ep3-Act3,Radiant,Viper,4,1.04,15.6,15.0,5.4,0.1,0.083,0.49,207,25143
Ep3-Act3,Radiant,Chamber,5,1.17,17.5,15.0,2.9,0.1,0.077,0.55,227,23460
Ep3-Act3,Radiant,Sage,6,1.04,15.6,14.9,7.0,0.1,0.06,0.59,205,18309
Ep3-Act3,Radiant,Raze,7,1.07,17.3,16.1,4.7,0.2,0.056,0.5,242,17187
Ep3-Act3,Radiant,Astra,8,1.01,15.3,15.2,6.4,0.1,0.051,0.49,199,15453
Ep3-Act3,Radiant,Skye,9,0.97,15.0,15.4,5.6,0.1,0.037,0.48,200,11118
Ep3-Act3,Radiant,Cypher,10,1.04,16.2,15.7,4.0,0.1,0.036,0.42,207,10863
Ep3-Act3,Radiant,Omen,11,0.97,15.2,15.6,6.3,0.1,0.034,0.45,200,10404
Ep3-Act3,Radiant,Killjoy,12,1.08,15.6,14.4,3.5,0.1,0.031,0.53,212,9333
Ep3-Act3,Radiant,Breach,13,0.94,14.5,15.4,5.8,0.1,0.02,0.49,193,6069
Ep3-Act3,Radiant,KAY/O,14,0.99,16.1,16.2,8.5,0.1,0.018,0.43,214,5610
Ep3-Act3,Radiant,Brimstone,15,1.06,16.6,15.7,8.5,0.1,0.013,0.51,214,4029
Ep3-Act3,Radiant,Phoenix,16,1.15,17.9,15.6,3.4,0.2,0.006,0.42,250,1836
Ep3-Act3,Radiant,Yoru,17,1.04,16.3,15.7,5.2,0.2,0.003,0.59,219,867
